STNAME,YCOORD,XCOORD,CNTYNAME
Alabama,32.498,-86.5091,Autauga County
Alabama,30.5808,-87.7693,Baldwin County
Alabama,31.8531,-85.2966,Barbour County
Alabama,33.0219,-87.1266,Bibb County
Alabama,33.9657,-86.5775,Blount County
Alabama,32.111,-85.7004,Bullock County
Alabama,31.7678,-86.6593,Butler County
Alabama,33.7207,-85.8192,Calhoun County
Alabama,32.8627,-85.2654,Chambers County
Alabama,34.1768,-85.6303,Cherokee County
Alabama,32.8683,-86.6858,Chilton County
Alabama,32.0259,-88.2617,Choctaw County
Alabama,31.6835,-87.8185,Clarke County
Alabama,33.2695,-85.8221,Clay County
Alabama,33.6221,-85.5059,Cleburne County
Alabama,31.3558,-85.917,Coffee County
Alabama,34.7242,-87.6897,Colbert County
Alabama,31.4177,-86.9908,Conecuh County
Alabama,32.9819,-86.1508,Coosa County
Alabama,31.2818,-86.4109,Covington County
Alabama,31.7372,-86.2965,Crenshaw County
Alabama,34.1637,-86.8295,Cullman County
Alabama,31.3836,-85.6475,Dale County
Alabama,32.401,-87.0363,Dallas County
Alabama,34.4636,-85.8045,DeKalb County
Alabama,32.5652,-86.2042,Elmore County
Alabama,31.0825,-87.2724,Escambia County
Alabama,34.0153,-86.0245,Etowah County
Alabama,33.7224,-87.7724,Fayette County
Alabama,34.4552,-87.8098,Franklin County
Alabama,31.0929,-85.8035,Geneva County
Alabama,32.8292,-87.9252,Greene County
Alabama,32.7644,-87.6263,Hale County
Alabama,31.4891,-85.2682,Henry County
Alabama,31.2072,-85.3808,Houston County
Alabama,34.7373,-85.9416,Jackson County
Alabama,33.5222,-86.8214,Jefferson County
Alabama,33.7661,-88.1069,Lamar County
Alabama,34.8625,-87.6144,Lauderdale County
Alabama,34.5541,-87.2814,Lawrence County
Alabama,32.602,-85.3784,Lee County
Alabama,34.8219,-86.9603,Limestone County
Alabama,32.1529,-86.6231,Lowndes County
Alabama,32.4247,-85.7083,Macon County
Alabama,34.7349,-86.5967,Madison County
Alabama,32.3336,-87.8019,Marengo County
Alabama,34.1088,-87.876,Marion County
Alabama,34.316,-86.2966,Marshall County
Alabama,30.6889,-88.1503,Mobile County
Alabama,31.5179,-87.3568,Monroe County
Alabama,32.3469,-86.2698,Montgomery County
Alabama,34.5189,-86.9302,Morgan County
Alabama,32.5832,-87.3646,Perry County
Alabama,33.2854,-88.0779,Pickens County
Alabama,31.785,-85.9415,Pike County
Alabama,33.2459,-85.4159,Randolph County
Alabama,32.4234,-85.0689,Russell County
Alabama,33.6644,-86.3505,St. Clair County
Alabama,33.2825,-86.7323,Shelby County
Alabama,32.5711,-88.2323,Sumter County
Alabama,33.3577,-86.1751,Talladega County
Alabama,32.8599,-85.8644,Tallapoosa County
Alabama,33.2124,-87.5292,Tuscaloosa County
Alabama,33.8277,-87.2538,Walker County
Alabama,31.4192,-88.1862,Washington County
Alabama,32.0004,-87.361,Wilcox County
Alabama,34.1707,-87.4319,Winston County
Arkansas,34.4039,-91.4618,Arkansas County
Arkansas,33.1727,-91.8597,Ashley County
Arkansas,36.3299,-92.3822,Baxter County
Arkansas,36.3335,-94.239,Benton County
Arkansas,36.2599,-93.096,Boone County
Arkansas,33.5705,-92.1005,Bradley County
Arkansas,33.5877,-92.4909,Calhoun County
Arkansas,36.3681,-93.5599,Carroll County
Arkansas,33.3314,-91.3296,Chicot County
Arkansas,34.0822,-93.1197,Clark County
Arkansas,36.3696,-90.3848,Clay County
Arkansas,35.5141,-92.036,Cleburne County
Arkansas,33.9082,-92.1529,Cleveland County
Arkansas,33.2605,-93.2455,Columbia County
Arkansas,35.2076,-92.7093,Conway County
Arkansas,35.8352,-90.6601,Craighead County
Arkansas,35.4939,-94.2789,Crawford County
Arkansas,35.1784,-90.2281,Crittenden County
Arkansas,35.259,-90.7675,Cross County
Arkansas,33.8707,-92.5306,Dallas County
Arkansas,33.7735,-91.4125,Desha County
Arkansas,33.6281,-91.7747,Drew County
Arkansas,35.1041,-92.4004,Faulkner County
Arkansas,35.4466,-93.8854,Franklin County
Arkansas,36.3851,-91.7614,Fulton County
Arkansas,34.5074,-93.078,Garland County
Arkansas,34.3072,-92.417,Grant County
Arkansas,36.0781,-90.5209,Greene County
Arkansas,33.698,-93.6251,Hempstead County
Arkansas,34.3525,-92.8765,Hot Spring County
Arkansas,33.98,-93.9124,Howard County
Arkansas,35.7478,-91.6094,Independence County
Arkansas,36.1231,-91.8998,Izard County
Arkansas,35.6202,-91.244,Jackson County
Arkansas,34.2311,-92.0299,Jefferson County
Arkansas,35.4775,-93.4758,Johnson County
Arkansas,33.2959,-93.5529,Lafayette County
Arkansas,36.0658,-91.0569,Lawrence County
Arkansas,34.7743,-90.8066,Lee County
Arkansas,33.9867,-91.7321,Lincoln County
Arkansas,33.6973,-94.1964,Little River County
Arkansas,35.2296,-93.7679,Logan County
Arkansas,34.8488,-91.9518,Lonoke County
Arkansas,36.0519,-93.7484,Madison County
Arkansas,36.2814,-92.667,Marion County
Arkansas,33.3988,-93.9874,Miller County
Arkansas,35.8443,-89.99,Mississippi County
Arkansas,34.7729,-91.2138,Monroe County
Arkansas,34.5228,-93.6203,Montgomery County
Arkansas,33.7159,-93.3499,Nevada County
Arkansas,35.9719,-93.1778,Newton County
Arkansas,33.571,-92.8434,Ouachita County
Arkansas,34.9978,-92.8022,Perry County
Arkansas,34.5207,-90.707,Phillips County
Arkansas,34.1694,-93.629,Pike County
Arkansas,35.5957,-90.5557,Poinsett County
Arkansas,34.5189,-94.2618,Polk County
Arkansas,35.3112,-93.0951,Pope County
Arkansas,34.8523,-91.5316,Prairie County
Arkansas,34.7691,-92.2963,Pulaski County
Arkansas,36.3035,-90.9797,Randolph County
Arkansas,35.0149,-90.7605,St. Francis County
Arkansas,34.5893,-92.5379,Saline County
Arkansas,34.9051,-94.0894,Scott County
Arkansas,35.9184,-92.6577,Searcy County
Arkansas,35.3272,-94.3625,Sebastian County
Arkansas,34.0099,-94.2933,Sevier County
Arkansas,36.182,-91.5176,Sharp County
Arkansas,35.8578,-92.1458,Stone County
Arkansas,33.2074,-92.6421,Union County
Arkansas,35.573,-92.4222,Van Buren County
Arkansas,36.0844,-94.1747,Washington County
Arkansas,35.2513,-91.7443,White County
Arkansas,35.2164,-91.256,Woodruff County
Arkansas,35.1113,-93.2956,Yell County
Colorado,39.8599,-104.9486,Adams County
Colorado,37.4854,-105.8795,Alamosa County
Colorado,39.6495,-104.8723,Arapahoe County
Colorado,37.2358,-107.0772,Archuleta County
Colorado,37.361,-102.5064,Baca County
Colorado,38.0773,-103.1501,Bent County
Colorado,40.0516,-105.1901,Boulder County
Colorado,38.6655,-106.0705,Chaffee County
Colorado,38.8182,-102.4697,Cheyenne County
Colorado,39.7176,-105.5399,Clear Creek County
Colorado,37.1938,-105.9827,Conejos County
Colorado,37.2584,-105.4344,Costilla County
Colorado,38.2093,-103.8137,Crowley County
Colorado,38.1354,-105.3726,Custer County
Colorado,38.8029,-107.8992,Delta County
Colorado,39.7179,-104.968,Denver County
Colorado,39.4716,-104.8626,Douglas County
Colorado,39.5849,-106.6878,Eagle County
Colorado,39.3567,-104.4877,Elbert County
Colorado,38.8587,-104.7742,El Paso County
Colorado,38.434,-105.2098,Fremont County
Colorado,39.5084,-107.5174,Garfield County
Colorado,39.8513,-105.4828,Gilpin County
Colorado,40.0572,-106.0002,Grand County
Colorado,38.6231,-106.9428,Gunnison County
Colorado,37.9868,-107.302,Hinsdale County
Colorado,37.6184,-104.878,Huerfano County
Colorado,40.7006,-106.2907,Jackson County
Colorado,39.7257,-105.1237,Jefferson County
Colorado,38.4714,-102.6799,Kiowa County
Colorado,39.3141,-102.4715,Kit Carson County
Colorado,39.2496,-106.3003,Lake County
Colorado,37.2619,-107.8194,La Plata County
Colorado,40.5077,-105.1071,Larimer County
Colorado,37.1971,-104.4939,Las Animas County
Colorado,39.1682,-103.5876,Lincoln County
Colorado,40.648,-103.1841,Logan County
Colorado,39.0887,-108.5325,Mesa County
Colorado,37.8164,-106.9277,Mineral County
Colorado,40.5137,-107.6459,Moffat County
Colorado,38.4746,-107.9598,Montrose County
Colorado,40.2559,-103.7763,Morgan County
Colorado,38.0237,-103.6531,Otero County
Colorado,38.1243,-107.7389,Ouray County
Colorado,39.3575,-105.551,Park County
Colorado,40.6039,-102.3903,Phillips County
Colorado,39.2303,-106.8978,Pitkin County
Colorado,38.0815,-102.5415,Prowers County
Colorado,38.2556,-104.6193,Pueblo County
Colorado,40.0543,-108.3166,Rio Blanco County
Colorado,37.6131,-106.2252,Rio Grande County
Colorado,40.4502,-106.9172,Routt County
Colorado,37.8829,-106.0681,Saguache County
Colorado,37.809,-107.6667,San Juan County
Colorado,37.9958,-108.0212,San Miguel County
Colorado,40.9563,-102.3266,Sedgwick County
Colorado,39.5748,-106.0573,Summit County
Colorado,38.9589,-105.1135,Teller County
Colorado,40.0807,-103.1597,Washington County
Colorado,40.352,-104.7482,Weld County
Colorado,40.0521,-102.4704,Yuma County
Connecticut,41.2038,-73.3619,Fairfield County
Connecticut,41.7618,-72.7177,Hartford County
Connecticut,41.7335,-73.1867,Litchfield County
Connecticut,41.4773,-72.5722,Middlesex County
Connecticut,41.3946,-72.9418,New Haven County
Connecticut,41.4384,-72.0919,New London County
Connecticut,41.8439,-72.3748,Tolland County
Connecticut,41.8036,-71.9943,Windham County
Delaware,39.1168,-75.5551,Kent County
Delaware,39.7101,-75.6189,New Castle County
Delaware,38.6632,-75.3808,Sussex County
DC,38.9086,-77.0118,District of Columbia
Florida,29.6655,-82.3721,Alachua County
Florida,30.2815,-82.1827,Baker County
Florida,30.1912,-85.6507,Bay County
Florida,29.9549,-82.1256,Bradford County
Florida,28.251,-80.687,Brevard County
Florida,26.1424,-80.2027,Broward County
Florida,30.4588,-85.1057,Calhoun County
Florida,26.9578,-82.1157,Charlotte County
Florida,28.8596,-82.4509,Citrus County
Florida,30.0835,-81.7951,Clay County
Florida,26.1844,-81.7107,Collier County
Florida,30.1394,-82.6577,Columbia County
Florida,25.7805,-80.2854,Dade County
Florida,27.19,-81.8658,DeSoto County
Florida,29.6179,-83.0822,Dixie County
Florida,30.3072,-81.6351,Duval County
Florida,30.4823,-87.2646,Escambia County
Florida,29.5193,-81.2215,Flagler County
Florida,29.7711,-84.8508,Franklin County
Florida,30.6069,-84.5967,Gadsden County
Florida,29.6934,-82.8099,Gilchrist County
Florida,26.929,-81.1353,Glades County
Florida,29.9254,-85.2661,Gulf County
Florida,30.4955,-82.9682,Hamilton County
Florida,27.5463,-81.8066,Hardee County
Florida,26.7237,-81.1627,Hendry County
Florida,28.5075,-82.4883,Hernando County
Florida,27.467,-81.4422,Highlands County
Florida,27.98,-82.4141,Hillsborough County
Florida,30.849,-85.7622,Holmes County
Florida,27.6611,-80.4293,Indian River County
Florida,30.7981,-85.2116,Jackson County
Florida,30.5023,-83.8875,Jefferson County
Florida,30.0552,-83.1647,Lafayette County
Florida,28.8011,-81.757,Lake County
Florida,26.5862,-81.8765,Lee County
Florida,30.4599,-84.2771,Leon County
Florida,29.3687,-82.6787,Levy County
Florida,30.4066,-84.9088,Liberty County
Florida,30.4749,-83.4415,Madison County
Florida,27.4767,-82.5692,Manatee County
Florida,29.1663,-82.1135,Marion County
Florida,27.146,-80.2387,Martin County
Florida,24.7492,-81.2341,Monroe County
Florida,30.6145,-81.6514,Nassau County
Florida,30.5171,-86.5789,Okaloosa County
Florida,27.2626,-80.8276,Okeechobee County
Florida,28.5478,-81.3894,Orange County
Florida,28.2751,-81.3654,Osceola County
Florida,26.6121,-80.1412,Palm Beach County
Florida,28.2767,-82.5518,Pasco County
Florida,27.8899,-82.7287,Pinellas County
Florida,28.0104,-81.8159,Polk County
Florida,29.614,-81.7088,Putnam County
Florida,29.9471,-81.3726,St. Johns County
Florida,27.3739,-80.3397,St. Lucie County
Florida,30.572,-87.0647,Santa Rosa County
Florida,27.2294,-82.4634,Sarasota County
Florida,28.6932,-81.3269,Seminole County
Florida,28.7487,-82.0863,Sumter County
Florida,30.2269,-82.9897,Suwannee County
Florida,30.0744,-83.5731,Taylor County
Florida,30.0139,-82.3544,Union County
Florida,29.097,-81.1089,Volusia County
Florida,30.1693,-84.3559,Wakulla County
Florida,30.6374,-86.1753,Walton County
Florida,30.6878,-85.6235,Washington County
Georgia,31.7696,-82.3329,Appling County
Georgia,31.3191,-82.8912,Atkinson County
Georgia,31.5465,-82.4633,Bacon County
Georgia,31.3137,-84.4412,Baker County
Georgia,33.0746,-83.2384,Baldwin County
Georgia,34.3568,-83.5124,Banks County
Georgia,33.9954,-83.7294,Barrow County
Georgia,34.2026,-84.8209,Bartow County
Georgia,31.7248,-83.2495,Ben Hill County
Georgia,31.2392,-83.2467,Berrien County
Georgia,32.8306,-83.6737,Bibb County
Georgia,32.4021,-83.3318,Bleckley County
Georgia,31.2137,-81.9944,Brantley County
Georgia,30.8338,-83.5575,Brooks County
Georgia,32.0277,-81.422,Bryan County
Georgia,32.4288,-81.7714,Bulloch County
Georgia,33.085,-82.0058,Burke County
Georgia,33.2895,-83.9701,Butts County
Georgia,31.5181,-84.6696,Calhoun County
Georgia,30.8166,-81.6307,Camden County
Georgia,32.401,-82.0607,Candler County
Georgia,33.6049,-85.0646,Carroll County
Georgia,34.9336,-85.18,Catoosa County
Georgia,30.7818,-82.0286,Charlton County
Georgia,32.0317,-81.1084,Chatham County
Georgia,32.3538,-84.9239,Chattahoochee County
Georgia,34.4938,-85.3473,Chattooga County
Georgia,34.1659,-84.4961,Cherokee County
Georgia,33.9511,-83.3812,Clarke County
Georgia,31.6249,-85.0008,Clay County
Georgia,33.5669,-84.3703,Clayton County
Georgia,31.0115,-82.7374,Clinch County
Georgia,33.9408,-84.5378,Cobb County
Georgia,31.5224,-82.8464,Coffee County
Georgia,31.1851,-83.7749,Colquitt County
Georgia,33.5082,-82.1609,Columbia County
Georgia,31.1531,-83.4291,Cook County
Georgia,33.376,-84.763,Coweta County
Georgia,32.7159,-83.9537,Crawford County
Georgia,31.9503,-83.7798,Crisp County
Georgia,34.8849,-85.4973,Dade County
Georgia,34.4001,-84.1061,Dawson County
Georgia,30.8841,-84.5646,Decatur County
Georgia,33.7922,-84.2568,DeKalb County
Georgia,32.2024,-83.173,Dodge County
Georgia,32.1605,-83.7911,Dooly County
Georgia,31.5697,-84.1596,Dougherty County
Georgia,33.7283,-84.7333,Douglas County
Georgia,31.3361,-84.9172,Early County
Georgia,30.7157,-83.0333,Echols County
Georgia,32.2987,-81.3142,Effingham County
Georgia,34.1222,-82.8729,Elbert County
Georgia,32.589,-82.3069,Emanuel County
Georgia,32.165,-81.908,Evans County
Georgia,34.9048,-84.32,Fannin County
Georgia,33.4324,-84.5035,Fayette County
Georgia,34.2525,-85.1836,Floyd County
Georgia,34.2175,-84.136,Forsyth County
Georgia,34.3753,-83.1774,Franklin County
Georgia,33.7985,-84.4104,Fulton County
Georgia,34.6848,-84.474,Gilmer County
Georgia,33.2345,-82.6082,Glascock County
Georgia,31.1942,-81.4766,Glynn County
Georgia,34.4985,-84.9101,Gordon County
Georgia,30.8806,-84.2217,Grady County
Georgia,33.5778,-83.1406,Greene County
Georgia,33.9282,-84.0931,Gwinnett County
Georgia,34.5643,-83.5407,Habersham County
Georgia,34.2956,-83.8411,Hall County
Georgia,33.2655,-82.986,Hancock County
Georgia,33.7629,-85.1882,Haralson County
Georgia,32.7265,-84.9023,Harris County
Georgia,34.3533,-82.9619,Hart County
Georgia,33.3099,-85.1203,Heard County
Georgia,33.4996,-84.192,Henry County
Georgia,32.5788,-83.652,Houston County
Georgia,31.6066,-83.2713,Irwin County
Georgia,34.1392,-83.555,Jackson County
Georgia,33.3377,-83.7062,Jasper County
Georgia,31.8467,-82.6066,Jeff Davis County
Georgia,33.053,-82.4078,Jefferson County
Georgia,32.7956,-81.9556,Jenkins County
Georgia,32.6948,-82.6802,Johnson County
Georgia,32.9612,-83.5542,Jones County
Georgia,33.0723,-84.1569,Lamar County
Georgia,31.0347,-83.072,Lanier County
Georgia,32.5194,-82.9231,Laurens County
Georgia,31.7008,-84.1662,Lee County
Georgia,31.839,-81.5829,Liberty County
Georgia,33.786,-82.4519,Lincoln County
Georgia,31.7704,-81.7441,Long County
Georgia,30.8521,-83.2771,Lowndes County
Georgia,34.5331,-83.9823,Lumpkin County
Georgia,33.4612,-82.4715,McDuffie County
Georgia,31.4682,-81.4132,McIntosh County
Georgia,32.3357,-84.0342,Macon County
Georgia,34.1053,-83.2409,Madison County
Georgia,32.3542,-84.5273,Marion County
Georgia,32.9993,-84.669,Meriwether County
Georgia,31.1618,-84.7308,Miller County
Georgia,31.2113,-84.1765,Mitchell County
Georgia,33.0259,-83.9106,Monroe County
Georgia,32.1702,-82.5393,Montgomery County
Georgia,33.6032,-83.4877,Morgan County
Georgia,34.7825,-84.7881,Murray County
Georgia,32.4788,-84.9339,Muscogee County
Georgia,33.5801,-83.8762,Newton County
Georgia,33.8738,-83.4515,Oconee County
Georgia,33.9072,-83.1317,Oglethorpe County
Georgia,33.9027,-84.8169,Paulding County
Georgia,32.5805,-83.8433,Peach County
Georgia,34.4563,-84.4461,Pickens County
Georgia,31.3235,-82.2359,Pierce County
Georgia,33.0988,-84.3657,Pike County
Georgia,34.0101,-85.177,Polk County
Georgia,32.2666,-83.4792,Pulaski County
Georgia,33.309,-83.3584,Putnam County
Georgia,31.8629,-85.0704,Quitman County
Georgia,34.8798,-83.4088,Rabun County
Georgia,31.7583,-84.7526,Randolph County
Georgia,33.434,-82.0419,Richmond County
Georgia,33.6441,-84.0231,Rockdale County
Georgia,32.2392,-84.304,Schley County
Georgia,32.7317,-81.6288,Screven County
Georgia,30.984,-84.8715,Seminole County
Georgia,33.2579,-84.271,Spalding County
Georgia,34.5596,-83.2985,Stephens County
Georgia,32.0816,-84.7547,Stewart County
Georgia,32.0601,-84.221,Sumter County
Georgia,32.6971,-84.5708,Talbot County
Georgia,33.5708,-82.8872,Taliaferro County
Georgia,32.0371,-82.0519,Tattnall County
Georgia,32.5608,-84.2009,Taylor County
Georgia,31.9982,-82.891,Telfair County
Georgia,31.7757,-84.4299,Terrell County
Georgia,30.8668,-83.9496,Thomas County
Georgia,31.4528,-83.5172,Tift County
Georgia,32.1854,-82.3711,Toombs County
Georgia,34.9429,-83.778,Towns County
Georgia,32.3868,-82.5871,Treutlen County
Georgia,33.0329,-85.0334,Troup County
Georgia,31.7008,-83.6382,Turner County
Georgia,32.6945,-83.4067,Twiggs County
Georgia,34.8678,-83.9939,Union County
Georgia,32.9037,-84.3232,Upson County
Georgia,34.8438,-85.296,Walker County
Georgia,33.7861,-83.7662,Walton County
Georgia,31.2232,-82.3791,Ware County
Georgia,33.4047,-82.6678,Warren County
Georgia,32.9623,-82.7908,Washington County
Georgia,31.6074,-81.9166,Wayne County
Georgia,32.0461,-84.5557,Webster County
Georgia,32.1445,-82.7384,Wheeler County
Georgia,34.6022,-83.7427,White County
Georgia,34.789,-84.9672,Whitfield County
Georgia,31.9757,-83.438,Wilcox County
Georgia,33.7585,-82.7537,Wilkes County
Georgia,32.8403,-83.2399,Wilkinson County
Georgia,31.5397,-83.8591,Worth County
Illinois,39.9439,-91.3315,Adams County
Illinois,37.1192,-89.2686,Alexander County
Illinois,38.8874,-89.4351,Bond County
Illinois,42.2855,-88.8435,Boone County
Illinois,39.9636,-90.7419,Brown County
Illinois,41.3847,-89.4309,Bureau County
Illinois,39.1321,-90.6377,Calhoun County
Illinois,42.0697,-89.9716,Carroll County
Illinois,39.9775,-90.309,Cass County
Illinois,40.1351,-88.2256,Champaign County
Illinois,39.5241,-89.2518,Christian County
Illinois,39.3478,-87.8091,Clark County
Illinois,38.7158,-88.4873,Clay County
Illinois,38.5861,-89.4566,Clinton County
Illinois,39.4885,-88.2608,Coles County
Illinois,41.8623,-87.7479,Cook County
Illinois,39.0054,-87.7486,Crawford County
Illinois,39.2765,-88.2771,Cumberland County
Illinois,41.9195,-88.7352,DeKalb County
Illinois,40.1727,-88.9109,De Witt County
Illinois,39.7706,-88.2676,Douglas County
Illinois,41.851,-88.057,DuPage County
Illinois,39.6382,-87.7189,Edgar County
Illinois,38.4014,-88.0382,Edwards County
Illinois,39.096,-88.5758,Effingham County
Illinois,38.9955,-89.0298,Fayette County
Illinois,40.5321,-88.2184,Ford County
Illinois,37.9618,-88.9561,Franklin County
Illinois,40.5181,-90.1262,Fulton County
Illinois,37.7671,-88.2353,Gallatin County
Illinois,39.3719,-90.3787,Greene County
Illinois,41.3258,-88.3657,Grundy County
Illinois,38.0904,-88.554,Hamilton County
Illinois,40.4261,-91.204,Hancock County
Illinois,37.4769,-88.2855,Hardin County
Illinois,40.8251,-90.9489,Henderson County
Illinois,41.3441,-90.1316,Henry County
Illinois,40.7626,-87.8262,Iroquois County
Illinois,37.7458,-89.273,Jackson County
Illinois,39.0021,-88.1562,Jasper County
Illinois,38.3143,-88.9113,Jefferson County
Illinois,39.0704,-90.3258,Jersey County
Illinois,42.4104,-90.2996,Jo Daviess County
Illinois,37.466,-88.8744,Johnson County
Illinois,41.9143,-88.3221,Kane County
Illinois,41.137,-87.8455,Kankakee County
Illinois,41.6627,-88.4125,Kendall County
Illinois,40.9358,-90.3277,Knox County
Illinois,42.304,-87.9506,Lake County
Illinois,41.3366,-88.906,La Salle County
Illinois,38.7169,-87.7222,Lawrence County
Illinois,41.8082,-89.3975,Lee County
Illinois,40.9073,-88.5763,Livingston County
Illinois,40.1399,-89.3607,Logan County
Illinois,40.4708,-90.6681,McDonough County
Illinois,42.2873,-88.3445,McHenry County
Illinois,40.4949,-88.9548,McLean County
Illinois,39.85,-88.948,Macon County
Illinois,39.1985,-89.876,Macoupin County
Illinois,38.8042,-90.0409,Madison County
Illinois,38.5899,-89.025,Marion County
Illinois,41.0443,-89.321,Marshall County
Illinois,40.2867,-89.9028,Mason County
Illinois,37.1772,-88.7195,Massac County
Illinois,40.0042,-89.8083,Menard County
Illinois,41.2106,-90.6931,Mercer County
Illinois,38.3466,-90.1718,Monroe County
Illinois,39.2031,-89.5039,Montgomery County
Illinois,39.7203,-90.2327,Morgan County
Illinois,39.6344,-88.6191,Moultrie County
Illinois,42.0218,-89.2721,Ogle County
Illinois,40.7355,-89.6345,Peoria County
Illinois,38.0548,-89.3213,Perry County
Illinois,39.9958,-88.5859,Piatt County
Illinois,39.6227,-90.8687,Pike County
Illinois,37.3961,-88.5458,Pope County
Illinois,37.1878,-89.1419,Pulaski County
Illinois,41.2267,-89.2631,Putnam County
Illinois,38.056,-89.8035,Randolph County
Illinois,38.7251,-88.0892,Richland County
Illinois,41.4887,-90.5053,Rock Island County
Illinois,38.5551,-90.0193,St. Clair County
Illinois,37.7557,-88.535,Saline County
Illinois,39.7788,-89.6483,Sangamon County
Illinois,40.1359,-90.5653,Schuyler County
Illinois,39.6456,-90.464,Scott County
Illinois,39.3991,-88.803,Shelby County
Illinois,41.0981,-89.7924,Stark County
Illinois,42.3225,-89.6442,Stephenson County
Illinois,40.6003,-89.5418,Tazewell County
Illinois,37.4682,-89.2412,Union County
Illinois,40.1498,-87.6547,Vermilion County
Illinois,38.4287,-87.789,Wabash County
Illinois,40.8883,-90.6351,Warren County
Illinois,38.3627,-89.3887,Washington County
Illinois,38.4067,-88.4181,Wayne County
Illinois,38.094,-88.1908,White County
Illinois,41.7809,-89.8229,Whiteside County
Illinois,41.5454,-88.0185,Will County
Illinois,37.7569,-88.9756,Williamson County
Illinois,42.2964,-89.0681,Winnebago County
Illinois,40.7759,-89.2781,Woodford County
Indiana,40.7589,-84.9361,Adams County
Indiana,41.0879,-85.1163,Allen County
Indiana,39.216,-85.8983,Bartholomew County
Indiana,40.5776,-87.2974,Benton County
Indiana,40.4691,-85.3442,Blackford County
Indiana,40.0243,-86.4226,Boone County
Indiana,39.2411,-86.2163,Brown County
Indiana,40.5799,-86.5937,Carroll County
Indiana,40.7464,-86.3395,Cass County
Indiana,38.3631,-85.732,Clark County
Indiana,39.4673,-87.1229,Clay County
Indiana,40.2966,-86.5083,Clinton County
Indiana,38.3133,-86.4229,Crawford County
Indiana,38.6973,-87.1054,Daviess County
Indiana,39.1328,-84.9273,Dearborn County
Indiana,39.3166,-85.4964,Decatur County
Indiana,41.3802,-85.0337,De Kalb County
Indiana,40.2047,-85.3983,Delaware County
Indiana,38.3523,-86.9103,Dubois County
Indiana,41.6373,-85.9119,Elkhart County
Indiana,39.642,-85.148,Fayette County
Indiana,38.3161,-85.8533,Floyd County
Indiana,40.1524,-87.2727,Fountain County
Indiana,39.4053,-85.0691,Franklin County
Indiana,41.0559,-86.2227,Fulton County
Indiana,38.3149,-87.5384,Gibson County
Indiana,40.5264,-85.6468,Grant County
Indiana,39.0521,-87.0124,Greene County
Indiana,40.0181,-86.0761,Hamilton County
Indiana,39.8114,-85.8111,Hancock County
Indiana,38.2358,-86.0967,Harrison County
Indiana,39.7652,-86.4322,Hendricks County
Indiana,39.9271,-85.4011,Henry County
Indiana,40.4728,-86.1305,Howard County
Indiana,40.8645,-85.486,Huntington County
Indiana,38.9232,-85.9501,Jackson County
Indiana,41.0522,-87.1458,Jasper County
Indiana,40.4241,-85.0372,Jay County
Indiana,38.7574,-85.4323,Jefferson County
Indiana,39.0053,-85.6424,Jennings County
Indiana,39.5466,-86.1102,Johnson County
Indiana,38.6991,-87.4566,Knox County
Indiana,41.2653,-85.8266,Kosciusko County
Indiana,41.635,-85.4504,Lagrange County
Indiana,41.5436,-87.4043,Lake County
Indiana,41.6377,-86.7961,La Porte County
Indiana,38.8446,-86.4942,Lawrence County
Indiana,40.1258,-85.7042,Madison County
Indiana,39.7954,-86.1374,Marion County
Indiana,41.3477,-86.2726,Marshall County
Indiana,38.6833,-86.8481,Martin County
Indiana,40.7343,-86.0718,Miami County
Indiana,39.1653,-86.5364,Monroe County
Indiana,40.035,-86.9008,Montgomery County
Indiana,39.5044,-86.404,Morgan County
Indiana,40.978,-87.3831,Newton County
Indiana,41.4158,-85.3909,Noble County
Indiana,38.9546,-84.9029,Ohio County
Indiana,38.5643,-86.4986,Orange County
Indiana,39.3137,-86.7977,Owen County
Indiana,39.7539,-87.235,Parke County
Indiana,37.9968,-86.7156,Perry County
Indiana,38.4285,-87.2394,Pike County
Indiana,41.5173,-87.1076,Porter County
Indiana,38.0137,-87.8284,Posey County
Indiana,41.0487,-86.6873,Pulaski County
Indiana,39.6459,-86.8409,Putnam County
Indiana,40.1681,-84.9955,Randolph County
Indiana,39.158,-85.2238,Ripley County
Indiana,39.6229,-85.4729,Rush County
Indiana,41.6725,-86.2321,St. Joseph County
Indiana,38.7017,-85.7637,Scott County
Indiana,39.5385,-85.7902,Shelby County
Indiana,38.0116,-87.0174,Spencer County
Indiana,41.2816,-86.641,Starke County
Indiana,41.6488,-85.0133,Steuben County
Indiana,39.1157,-87.3903,Sullivan County
Indiana,38.8125,-85.027,Switzerland County
Indiana,40.4206,-86.8873,Tippecanoe County
Indiana,40.3093,-86.0497,Tipton County
Indiana,39.6214,-84.9186,Union County
Indiana,37.9891,-87.5533,Vanderburgh County
Indiana,39.7675,-87.4403,Vermillion County
Indiana,39.4637,-87.3904,Vigo County
Indiana,40.8567,-85.8032,Wabash County
Indiana,40.3096,-87.3351,Warren County
Indiana,38.0206,-87.3413,Warrick County
Indiana,38.5813,-86.0976,Washington County
Indiana,39.842,-84.9474,Wayne County
Indiana,40.7655,-85.1957,Wells County
Indiana,40.7551,-86.8117,White County
Indiana,41.1625,-85.477,Whitley County
Iowa,41.3405,-94.4841,Adair County
Iowa,41.0096,-94.7131,Adams County
Iowa,43.2641,-91.4189,Allamakee County
Iowa,40.7398,-92.8652,Appanoose County
Iowa,41.6797,-94.9234,Audubon County
