STNAME,YCOORD,XCOORD,CNTYNAME
Mississippi,33.933,-88.9254,Chickasaw County
Mississippi,33.3404,-89.2403,Choctaw County
Mississippi,31.9305,-90.9749,Claiborne County
Mississippi,32.0526,-88.727,Clarke County
Mississippi,33.6249,-88.6989,Clay County
Mississippi,34.2203,-90.5685,Coahoma County
Mississippi,31.8965,-90.3799,Copiah County
Mississippi,31.648,-89.5525,Covington County
Mississippi,34.9282,-89.9851,DeSoto County
Mississippi,31.3137,-89.2943,Forrest County
Mississippi,31.4707,-90.8766,Franklin County
Mississippi,30.8778,-88.599,George County
Mississippi,31.205,-88.636,Greene County
Mississippi,33.7713,-89.8026,Grenada County
Mississippi,30.3554,-89.4035,Hancock County
Mississippi,30.414,-89.0497,Harrison County
Mississippi,32.3124,-90.2468,Hinds County
Mississippi,33.0947,-90.0396,Holmes County
Mississippi,33.1533,-90.5212,Humphreys County
Mississippi,32.8658,-91.0055,Issaquena County
Mississippi,34.2907,-88.3981,Itawamba County
Mississippi,30.4284,-88.6357,Jackson County
Mississippi,31.9672,-89.1381,Jasper County
Mississippi,31.7175,-91.0649,Jefferson County
Mississippi,31.5749,-89.8201,Jefferson Davis County
Mississippi,31.6739,-89.1607,Jones County
Mississippi,32.7559,-88.6706,Kemper County
Mississippi,34.3629,-89.5216,Lafayette County
Mississippi,31.2429,-89.4451,Lamar County
Mississippi,32.3996,-88.6875,Lauderdale County
Mississippi,31.5566,-90.1039,Lawrence County
Mississippi,32.7334,-89.5106,Leake County
Mississippi,34.2642,-88.7028,Lee County
Mississippi,33.5158,-90.2113,Leflore County
Mississippi,31.556,-90.4529,Lincoln County
Mississippi,33.515,-88.4005,Lowndes County
Mississippi,32.5333,-90.0808,Madison County
Mississippi,31.2481,-89.8287,Marion County
Mississippi,34.8082,-89.5367,Marshall County
Mississippi,33.9225,-88.5031,Monroe County
Mississippi,33.4965,-89.6811,Montgomery County
Mississippi,32.7544,-89.1149,Neshoba County
Mississippi,32.4109,-89.1294,Newton County
Mississippi,33.1294,-88.5489,Noxubee County
Mississippi,33.4507,-88.8308,Oktibbeha County
Mississippi,34.358,-89.9494,Panola County
Mississippi,30.6355,-89.6366,Pearl River County
Mississippi,31.2603,-88.9824,Perry County
Mississippi,31.2109,-90.4385,Pike County
Mississippi,34.2482,-89.0135,Pontotoc County
Mississippi,34.6307,-88.5522,Prentiss County
Mississippi,34.2626,-90.27,Quitman County
Mississippi,32.2669,-90.0373,Rankin County
Mississippi,32.3992,-89.5281,Scott County
Mississippi,32.9235,-90.8566,Sharkey County
Mississippi,31.9152,-89.8514,Simpson County
Mississippi,31.9687,-89.5004,Smith County
Mississippi,30.8225,-89.1358,Stone County
Mississippi,33.5847,-90.5903,Sunflower County
Mississippi,33.9682,-90.178,Tallahatchie County
Mississippi,34.6508,-89.9426,Tate County
Mississippi,34.7664,-88.9288,Tippah County
Mississippi,34.7257,-88.2279,Tishomingo County
Mississippi,34.6681,-90.3679,Tunica County
Mississippi,34.4838,-89.0055,Union County
Mississippi,31.1466,-90.1169,Walthall County
Mississippi,32.3289,-90.8494,Warren County
Mississippi,33.3731,-91.0084,Washington County
Mississippi,31.6543,-88.659,Wayne County
Mississippi,33.581,-89.2352,Webster County
Mississippi,31.1248,-91.2409,Wilkinson County
Mississippi,33.0864,-89.0461,Winston County
Mississippi,34.0807,-89.6902,Yalobusha County
Mississippi,32.823,-90.3813,Yazoo County
Missouri,40.1963,-92.5821,Adair County
Missouri,39.9273,-94.8155,Andrew County
Missouri,40.4248,-95.4338,Atchison County
Missouri,39.2009,-91.8248,Audrain County
Missouri,36.7395,-93.8664,Barry County
Missouri,37.4943,-94.3058,Barton County
Missouri,38.2655,-94.3591,Bates County
Missouri,38.3083,-93.3001,Benton County
Missouri,37.3301,-90.0021,Bollinger County
Missouri,38.9654,-92.3192,Boone County
Missouri,39.7491,-94.826,Buchanan County
Missouri,36.7483,-90.4036,Butler County
Missouri,39.6645,-93.9767,Caldwell County
Missouri,38.8038,-91.9883,Callaway County
Missouri,38.0664,-92.7527,Camden County
Missouri,37.3448,-89.5975,Cape Girardeau County
Missouri,39.4044,-93.4978,Carroll County
Missouri,36.9481,-90.908,Carter County
Missouri,38.7341,-94.4239,Cass County
Missouri,37.7803,-93.9143,Cedar County
Missouri,39.4824,-92.9364,Chariton County
Missouri,37.0194,-93.257,Christian County
Missouri,40.4146,-91.7074,Clark County
Missouri,39.2357,-94.4954,Clay County
Missouri,39.6072,-94.3713,Clinton County
Missouri,38.5552,-92.2185,Cole County
Missouri,38.9079,-92.7825,Cooper County
Missouri,38.0532,-91.3242,Crawford County
Missouri,37.4142,-93.8422,Dade County
Missouri,37.6486,-93.0658,Dallas County
Missouri,39.9455,-93.9794,Daviess County
Missouri,39.829,-94.3636,DeKalb County
Missouri,37.6298,-91.5382,Dent County
Missouri,36.9387,-92.5849,Douglas County
Missouri,36.3292,-90.0592,Dunklin County
Missouri,38.4339,-91.0044,Franklin County
Missouri,38.4649,-91.4916,Gasconade County
Missouri,40.1979,-94.428,Gentry County
Missouri,37.2007,-93.2994,Greene County
Missouri,40.0899,-93.5921,Grundy County
Missouri,40.3157,-93.9933,Harrison County
Missouri,38.3986,-93.7401,Henry County
Missouri,37.9122,-93.3353,Hickory County
Missouri,40.0943,-95.2079,Holt County
Missouri,39.1417,-92.7191,Howard County
Missouri,36.7971,-91.8736,Howell County
Missouri,37.5764,-90.7173,Iron County
Missouri,39.019,-94.4706,Jackson County
Missouri,37.1253,-94.4411,Jasper County
Missouri,38.3427,-90.4765,Jefferson County
Missouri,38.7509,-93.7531,Johnson County
Missouri,40.1479,-92.1563,Knox County
Missouri,37.6696,-92.6539,Laclede County
Missouri,39.0652,-93.8293,Lafayette County
Missouri,37.0357,-93.7977,Lawrence County
Missouri,40.0878,-91.6458,Lewis County
Missouri,39.0224,-90.9154,Lincoln County
Missouri,39.7976,-93.0606,Linn County
Missouri,39.7918,-93.554,Livingston County
Missouri,36.6242,-94.4037,McDonald County
Missouri,39.7978,-92.5129,Macon County
Missouri,37.5332,-90.3017,Madison County
Missouri,38.1738,-91.8837,Maries County
Missouri,39.7379,-91.4469,Marion County
Missouri,40.4291,-93.5727,Mercer County
Missouri,38.2515,-92.5025,Miller County
Missouri,36.8554,-89.3597,Mississippi County
Missouri,38.6306,-92.6131,Moniteau County
Missouri,39.5251,-91.9633,Monroe County
Missouri,38.9556,-91.4705,Montgomery County
Missouri,38.3882,-92.85,Morgan County
Missouri,36.5903,-89.6659,New Madrid County
Missouri,36.922,-94.4083,Newton County
Missouri,40.3548,-94.8734,Nodaway County
Missouri,36.6174,-91.4605,Oregon County
Missouri,38.4579,-91.8855,Osage County
Missouri,36.6257,-92.4238,Ozark County
Missouri,36.1868,-89.7492,Pemiscot County
Missouri,37.7147,-89.8485,Perry County
Missouri,38.7044,-93.2446,Pettis County
Missouri,37.9409,-91.7533,Phelps County
Missouri,39.3696,-91.1423,Pike County
Missouri,39.2651,-94.6872,Platte County
Missouri,37.6069,-93.4103,Polk County
Missouri,37.8237,-92.1769,Pulaski County
Missouri,40.476,-92.9776,Putnam County
Missouri,39.5681,-91.4692,Ralls County
Missouri,39.4132,-92.4539,Randolph County
Missouri,39.33,-94.0565,Ray County
Missouri,37.343,-90.9776,Reynolds County
Missouri,36.6238,-90.792,Ripley County
Missouri,38.7791,-90.617,St. Charles County
Missouri,38.0609,-93.788,St. Clair County
Missouri,37.9392,-90.1514,Ste. Genevieve County
Missouri,37.8331,-90.4971,St. Francois County
Missouri,38.6546,-90.3746,St. Louis County
Missouri,39.1147,-93.2039,Saline County
Missouri,40.4636,-92.5227,Schuyler County
Missouri,40.4481,-92.1436,Scotland County
Missouri,37.0021,-89.5808,Scott County
Missouri,37.0772,-91.4315,Shannon County
Missouri,39.749,-92.081,Shelby County
Missouri,36.8443,-89.965,Stoddard County
Missouri,36.7257,-93.4498,Stone County
Missouri,40.2177,-93.1045,Sullivan County
Missouri,36.6549,-93.1748,Taney County
Missouri,37.3091,-91.9702,Texas County
Missouri,37.8383,-94.3415,Vernon County
Missouri,38.7807,-91.1102,Warren County
Missouri,37.9435,-90.782,Washington County
Missouri,37.117,-90.53,Wayne County
Missouri,37.2712,-92.8985,Webster County
Missouri,40.4812,-94.4387,Worth County
Missouri,37.1922,-92.4263,Wright County
Missouri,38.6286,-90.2522,St. Louis city
Montana,45.5558,-107.5245,Big Horn County
Montana,48.4636,-108.9162,Blaine County
Montana,45.3145,-109.0838,Carbon County
Montana,45.6485,-104.5197,Carter County
Montana,46.4019,-105.8102,Custer County
Montana,48.7882,-105.4414,Daniels County
Montana,47.1417,-104.7571,Dawson County
Montana,46.36,-104.3114,Fallon County
Montana,47.1037,-109.4204,Fergus County
Montana,47.2864,-106.9461,Garfield County
Montana,46.2979,-109.1501,Golden Valley County
Montana,48.5277,-109.771,Hill County
Montana,47.1127,-110.1858,Judith Basin County
Montana,47.567,-105.6265,McCone County
Montana,46.4359,-108.4671,Musselshell County
Montana,47.0068,-108.3007,Petroleum County
Montana,48.3646,-107.8777,Phillips County
Montana,45.4108,-105.5074,Powder River County
Montana,46.8125,-105.2641,Prairie County
Montana,47.7215,-104.2131,Richland County
Montana,48.1401,-105.2312,Roosevelt County
Montana,45.9399,-106.617,Rosebud County
Montana,48.7372,-104.4955,Sheridan County
Montana,45.6093,-109.2737,Stillwater County
Montana,45.8367,-109.9305,Sweet Grass County
Montana,46.2514,-107.2408,Treasure County
Montana,48.2445,-106.5432,Valley County
Montana,46.469,-109.8358,Wheatland County
Montana,46.9646,-104.1897,Wibaux County
Montana,45.7888,-108.5365,Yellowstone County
Nebraska,40.5819,-98.4149,Adams County
Nebraska,42.1515,-98.0569,Antelope County
Nebraska,41.574,-101.6932,Arthur County
Nebraska,41.5531,-103.7112,Banner County
Nebraska,41.9094,-100.0122,Blaine County
Nebraska,41.682,-98.0154,Boone County
Nebraska,42.1356,-102.9043,Box Butte County
Nebraska,42.8948,-98.7482,Boyd County
Nebraska,42.538,-99.8534,Brown County
Nebraska,40.741,-99.0669,Buffalo County
Nebraska,41.8534,-96.3486,Burt County
Nebraska,41.24,-97.1354,Butler County
Nebraska,40.9451,-96.0613,Cass County
Nebraska,42.5785,-97.2544,Cedar County
Nebraska,40.5027,-101.6291,Chase County
Nebraska,42.7697,-100.7982,Cherry County
Nebraska,41.1712,-102.9846,Cheyenne County
Nebraska,40.5396,-98.0328,Clay County
Nebraska,41.5422,-97.0805,Colfax County
Nebraska,41.8972,-96.762,Cuming County
Nebraska,41.4074,-99.6671,Custer County
Nebraska,42.4421,-96.4464,Dakota County
Nebraska,42.7789,-103.0742,Dawes County
Nebraska,40.8378,-99.8773,Dawson County
Nebraska,41.087,-102.3252,Deuel County
Nebraska,42.4425,-96.8317,Dixon County
Nebraska,41.4798,-96.5375,Dodge County
Nebraska,41.2589,-96.037,Douglas County
Nebraska,40.0967,-101.6039,Dundy County
Nebraska,40.5391,-97.5786,Fillmore County
Nebraska,40.1863,-98.9415,Franklin County
Nebraska,40.6022,-100.3895,Frontier County
Nebraska,40.242,-99.9229,Furnas County
Nebraska,40.2666,-96.7163,Gage County
Nebraska,41.4256,-102.3122,Garden County
Nebraska,41.808,-99.0996,Garfield County
Nebraska,40.5792,-99.8248,Gosper County
Nebraska,41.9893,-101.7351,Grant County
Nebraska,41.5597,-98.4944,Greeley County
Nebraska,40.9156,-98.3793,Hall County
Nebraska,40.878,-98.0176,Hamilton County
Nebraska,40.1465,-99.4069,Harlan County
Nebraska,40.4959,-101.0632,Hayes County
Nebraska,40.2111,-101.0063,Hitchcock County
Nebraska,42.4565,-98.7376,Holt County
Nebraska,42.0163,-101.0542,Hooker County
Nebraska,41.1891,-98.4975,Howard County
Nebraska,40.1654,-97.1405,Jefferson County
Nebraska,40.3997,-96.2384,Johnson County
Nebraska,40.5045,-98.9924,Kearney County
Nebraska,41.135,-101.6958,Keith County
Nebraska,42.8724,-99.6912,Keya Paha County
Nebraska,41.23,-103.6629,Kimball County
Nebraska,42.6104,-97.7885,Knox County
Nebraska,40.8032,-96.6706,Lancaster County
Nebraska,41.1207,-100.7886,Lincoln County
Nebraska,41.4888,-100.4831,Logan County
Nebraska,41.8229,-99.4154,Loup County
Nebraska,41.5732,-101.0175,McPherson County
Nebraska,41.9993,-97.4672,Madison County
Nebraska,41.1317,-98.04,Merrick County
Nebraska,41.7085,-103.1531,Morrill County
Nebraska,41.4028,-97.9012,Nance County
Nebraska,40.4044,-95.8334,Nemaha County
Nebraska,40.1132,-98.055,Nuckolls County
Nebraska,40.6659,-96.0196,Otoe County
Nebraska,40.1328,-96.1855,Pawnee County
Nebraska,40.8468,-101.6718,Perkins County
Nebraska,40.4691,-99.4048,Phelps County
Nebraska,42.2669,-97.5916,Pierce County
Nebraska,41.4763,-97.395,Platte County
Nebraska,41.1696,-97.5627,Polk County
Nebraska,40.2043,-100.582,Red Willow County
Nebraska,40.104,-95.6765,Richardson County
Nebraska,42.528,-99.4888,Rock County
Nebraska,40.5677,-97.0394,Saline County
Nebraska,41.151,-95.9962,Sarpy County
Nebraska,41.2024,-96.576,Saunders County
Nebraska,41.8657,-103.6841,Scotts Bluff County
Nebraska,40.869,-97.1122,Seward County
Nebraska,42.6989,-102.4022,Sheridan County
Nebraska,41.2251,-98.9719,Sherman County
Nebraska,42.3903,-103.8256,Sioux County
Nebraska,41.974,-97.2412,Stanton County
Nebraska,40.1799,-97.6267,Thayer County
Nebraska,41.9671,-100.5612,Thomas County
Nebraska,42.153,-96.529,Thurston County
Nebraska,41.5704,-98.9502,Valley County
Nebraska,41.513,-96.1652,Washington County
Nebraska,42.2218,-97.0669,Wayne County
Nebraska,40.1862,-98.4887,Webster County
Nebraska,41.8811,-98.5419,Wheeler County
Nebraska,40.8658,-97.6064,York County
New Hampshire,43.5223,-71.4503,Belknap County
New Hampshire,43.818,-71.1739,Carroll County
New Hampshire,42.8979,-72.2644,Cheshire County
New Hampshire,44.5527,-71.3499,Coos County
New Hampshire,43.8431,-71.9621,Grafton County
New Hampshire,42.8794,-71.5298,Hillsborough County
New Hampshire,43.2498,-71.5842,Merrimack County
New Hampshire,42.9384,-71.0949,Rockingham County
New Hampshire,43.2484,-70.9511,Strafford County
New Hampshire,43.3636,-72.2751,Sullivan County
New Jersey,39.4235,-74.5772,Atlantic County
New Jersey,40.9194,-74.058,Bergen County
New Jersey,39.9812,-74.828,Burlington County
New Jersey,39.8697,-75.0323,Camden County
New Jersey,39.1008,-74.7964,Cape May County
New Jersey,39.43,-75.086,Cumberland County
New Jersey,40.7678,-74.217,Essex County
New Jersey,39.7521,-75.1206,Gloucester County
New Jersey,40.7405,-74.0651,Hudson County
New Jersey,40.5734,-74.8992,Hunterdon County
New Jersey,40.2522,-74.7077,Mercer County
New Jersey,40.4931,-74.3814,Middlesex County
New Jersey,40.297,-74.1324,Monmouth County
New Jersey,40.859,-74.4976,Morris County
New Jersey,39.97,-74.2052,Ocean County
New Jersey,40.9277,-74.1938,Passaic County
New Jersey,39.6262,-75.3886,Salem County
New Jersey,40.5677,-74.5737,Somerset County
New Jersey,41.086,-74.6567,Sussex County
New Jersey,40.6592,-74.2958,Union County
New Jersey,40.7935,-75.0209,Warren County
New Mexico,35.1017,-106.5948,Bernalillo County
New Mexico,33.3699,-104.5145,Chaves County
New Mexico,35.1141,-107.794,Cibola County
New Mexico,36.7357,-104.5731,Colfax County
New Mexico,34.4172,-103.2265,Curry County
New Mexico,34.46,-104.2528,DeBaca County
New Mexico,32.2508,-106.7343,Dona Ana County
New Mexico,32.537,-104.2862,Eddy County
New Mexico,34.91,-104.8195,Guadalupe County
New Mexico,35.857,-103.9927,Harding County
New Mexico,32.7449,-103.192,Lea County
New Mexico,33.4526,-105.6227,Lincoln County
New Mexico,35.8664,-106.2676,Los Alamos County
New Mexico,36.0048,-105.2162,Mora County
New Mexico,32.8978,-105.954,Otero County
New Mexico,35.1727,-103.6629,Quay County
New Mexico,36.2052,-106.2136,Rio Arriba County
